Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Konanakunte,12.8792861,77.5697529,Axis Bank ATM,12.88484954834,77.575241088867,ATM
Konanakunte,12.8792861,77.5697529,Kai Kai Ruchi,12.886424,77.566039,Vegetarian / Vegan Restaurant
Subramanyapura,12.8850574,77.5415617,Adyar Ananda Bhavan (A2B),12.88360086415445,77.54867639565501,South Indian Restaurant
Subramanyapura,12.8850574,77.5415617,Vasudev Adigas's,12.882507356304359,77.54664793140712,Indian Restaurant
Subramanyapura,12.8850574,77.5415617,Swimming pool@ Mantri tranquil,12.887321183769112,77.54463064273148,Pool
Subramanyapura,12.8850574,77.5415617,Central Valley @ Mantri Tranquil,12.887184017619878,77.5447650006797,Garden
Subramanyapura,12.8850574,77.5415617,Amphi theater @ Tranquil,12.887298723338773,77.54469222347748,Theater
Subramanyapura,12.8850574,77.5415617,Cafe Binge,12.887929713071886,77.54464183923324,Café
Subramanyapura,12.8850574,77.5415617,Gowdara Mudde Mane,12.882752572790828,77.54624852579146,Indian Restaurant
Doddakallasandra,12.8857355,77.5557448,Adyar Ananda Bhavan (A2B),12.88360086415445,77.54867639565501,South Indian Restaurant
Doddakallasandra,12.8857355,77.5557448,Shankara Art Foundation,12.884529220491936,77.55502052145634,Arts & Entertainment
Doddakallasandra,12.8857355,77.5557448,Gubbalala Gate Bus Stop,12.88407927892603,77.55091845998896,Bus Station
Doddakallasandra,12.8857355,77.5557448,Manasa Theater,12.890811091402417,77.5623353305718,Indie Movie Theater
Doddakallasandra,12.8857355,77.5557448,Bull Dog Tennis Acadamy,12.893690608640595,77.55774400394273,Tennis Court
Doddakallasandra,12.8857355,77.5557448,Konanakunte Cross,12.889549143635849,77.56350637591234,Bus Station
Hongasandra,12.8975365,77.62807526594204,Pizza Hut,12.899474279638833,77.63143741915844,Pizza Place
Hongasandra,12.8975365,77.62807526594204,Pizza Hut,12.896178,77.635172,Pizza Place
Hongasandra,12.8975365,77.62807526594204,Hotel Ibis,12.901014773407669,77.63212547314244,Hotel Bar
Hongasandra,12.8975365,77.62807526594204,L'hôtel Ibis,12.900558208492424,77.63206953395144,Hotel Pool
Hongasandra,12.8975365,77.62807526594204,Faaso's,12.899974590155443,77.62262100527339,Indian Restaurant
Hongasandra,12.8975365,77.62807526594204,Mirch masala,12.899502310878274,77.63393788786645,Indian Restaurant
Hongasandra,12.8975365,77.62807526594204,Karim Darbar,12.903476421420455,77.6244727332847,Indian Restaurant
Hongasandra,12.8975365,77.62807526594204,Adda,12.8945552652529,77.62006433978367,Indian Restaurant
Hongasandra,12.8975365,77.62807526594204,Fooday kabab center,12.905932870493457,77.62922778642283,Indian Restaurant
Hongasandra,12.8975365,77.62807526594204,Pepe Jeans London,12.906063396436238,77.6290991229256,Clothing Store
Hongasandra,12.8975365,77.62807526594204,GB Palya,12.89450385743019,77.63660051820823,Bus Station
Yelachenahalli,12.897971,77.5700846,Metro Cash And Carry,12.892819007788184,77.56666091218938,Department Store
Yelachenahalli,12.897971,77.5700846,Domino's Pizza,12.893958506207284,77.56815765318929,Pizza Place
Yelachenahalli,12.897971,77.5700846,Pizza Hut,12.904774067087066,77.57336505154383,Pizza Place
Yelachenahalli,12.897971,77.5700846,Yelachenahalli Metro Station,12.896217111934673,77.5701571959078,Metro Station
Yelachenahalli,12.897971,77.5700846,"HSR Services, Kanakapura Road",12.896796,77.5724,Motorcycle Shop
Yelachenahalli,12.897971,77.5700846,Coffee Day Xpress,12.893054885475712,77.56675958633423,Café
Yelachenahalli,12.897971,77.5700846,The Sports Club,12.890087691283494,77.57052457563535,Athletics & Sports
Yelachenahalli,12.897971,77.5700846,Ice cafe,12.899233936285148,77.56175999867094,Café
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,The Pump House,12.906654113952998,77.58218444836054,Brewery
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Davanagere benne dosa,12.908932292982024,77.57298261081958,Breakfast Spot
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,S N Refreshments,12.9083716531078,77.58722416064232,Snack Place
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Subway,12.904060894268778,77.58568840262973,Sandwich Place
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Prasidhi Food Corner,12.910857635645522,77.57912096790515,Indian Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Fujian on 24th,12.903671218217521,77.58586546078527,Chinese Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Paradise,12.910401106721118,77.585888749444,Hyderabadi Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Pizza Hut,12.904774067087066,77.57336505154383,Pizza Place
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Aurick Boutique Hotel,12.906363,77.578484,Boarding House
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,McDonald's,12.906195432655993,77.58557459049263,Fast Food Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Bee Vee Bakery,12.902532545351294,77.58500839972486,Bakery
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,KFC,12.911337784891616,77.58575353644773,Fast Food Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Zaitoon,12.903095439850073,77.58579143810182,Middle Eastern Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Fujian,12.90370715996,77.58578625279456,Chinese Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Cafe Coffee Day,12.912362,77.5857,Coffee Shop
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Shell,12.90678015,77.5792605,Gas Station
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Big Market,12.906457621066922,77.5775579114581,Department Store
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,6th AVENUE HOTEL,12.906354440527318,77.57844703584726,Chinese Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,24th Main,12.908630019592398,77.5857480645687,Indian Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Delhi Zaika,12.91211635995625,77.58589344185233,Diner
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Chung Wah OPUS,12.906572714496509,77.58442487775667,Chinese Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Inchara,12.90260178872124,77.5838214250641,Indian Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Jaya Prakash Nagar Metro station,12.90750751804109,77.57297741433952,Metro Station
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Reliance Digital,12.91048465740822,77.58610543933177,Electronics Store
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Casa piccosa,12.906136777614982,77.58556835506366,Mexican Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Nandhini Paradise,12.90552449999905,77.58564495605476,Indian Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Whitehorse Family Restaurant,12.905314880456404,77.585686381792,Indian Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Ammi's Biryani,12.902133871558794,77.58451676513921,Indian Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Dosa Camp,12.903453216445634,77.58571995912486,Fast Food Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Prasidhi Dose Camp,12.903534297570099,77.58575913266723,Indian Restaurant
"Jp Nagar Iii Phase,JP Nagar VIII phase",12.9072515,77.5782713,Wine Baron,12.914514533359469,77.57282553009868,Liquor Store
Kumaraswamy Layout,12.9081487,77.5553179,Kanti Sweets,12.911081427702225,77.55168981800485,Bakery
Kumaraswamy Layout,12.9081487,77.5553179,Tree Shade,12.90687039145804,77.56334272781385,Burger Joint
Kumaraswamy Layout,12.9081487,77.5553179,Domino's Pizza,12.91090105570454,77.55144764757166,Pizza Place
Kumaraswamy Layout,12.9081487,77.5553179,Polar Bear,12.908911705653743,77.56256005172379,Ice Cream Shop
Kumaraswamy Layout,12.9081487,77.5553179,Slv refreshment,12.905312892826212,77.56277312464276,Breakfast Spot
Kumaraswamy Layout,12.9081487,77.5553179,Masala,12.910110301321483,77.5507309731067,Indian Restaurant
Kumaraswamy Layout,12.9081487,77.5553179,Stop N Joy,12.906862278935467,77.55948183150616,Sandwich Place
Kumaraswamy Layout,12.9081487,77.5553179,Television Cultural and Sports Club,12.90443498304745,77.55200889803206,Sports Bar
Kumaraswamy Layout,12.9081487,77.5553179,More 4 U,12.908711098118479,77.54975852500898,Department Store
Kumaraswamy Layout,12.9081487,77.5553179,Kaggis Bake Shop,12.909197563109,77.54932427943118,Bakery
Kumaraswamy Layout,12.9081487,77.5553179,Shanti Sagar,12.908890290181773,77.5488037865357,Indian Restaurant
Kumaraswamy Layout,12.9081487,77.5553179,Goli Vadapav,12.908603599736473,77.5487508808359,Fast Food Restaurant
Kumaraswamy Layout,12.9081487,77.5553179,kona kafe,12.906967227272393,77.54882365543695,Paintball Field
Kumaraswamy Layout,12.9081487,77.5553179,Vishal Mega Mart,12.907890434808744,77.5486165276037,Department Store
Kumaraswamy Layout,12.9081487,77.5553179,Royal Mart,12.910966012348096,77.54924910601716,Department Store
Kumaraswamy Layout,12.9081487,77.5553179,Greens Veg,12.901832800171857,77.55798032958768,Fast Food Restaurant
Kumaraswamy Layout,12.9081487,77.5553179,Moksha,12.903011030243192,77.56021499633789,Chinese Restaurant
Kumaraswamy Layout,12.9081487,77.5553179,hari super sandwich,12.907077316693844,77.56385900651286,Sandwich Place
Kumaraswamy Layout,12.9081487,77.5553179,Roll N Rock,12.90775860626229,77.56394296601792,Fast Food Restaurant
Bommanahalli,12.9089453,77.6239038,Cafe Coffee Day,12.916658716756702,77.620248958712,Café
Bommanahalli,12.9089453,77.6239038,Sardarji ka dhaba,12.912220609260222,77.62611185077701,Indian Restaurant
Bommanahalli,12.9089453,77.6239038,Cafe Coffee Day,12.916699101429206,77.62031609279266,Coffee Shop
Bommanahalli,12.9089453,77.6239038,Ambur Star Biryani,12.916593775732338,77.62032238658927,Indian Restaurant
Bommanahalli,12.9089453,77.6239038,Ananda Honda,12.909017541259598,77.62717474696483,Auto Garage
Bommanahalli,12.9089453,77.6239038,Roopena Agrahara,12.911401036128554,77.62650903947525,Bus Station
Bommanahalli,12.9089453,77.6239038,Vasudev Adigas,12.911720096884176,77.63245035213414,Vegetarian / Vegan Restaurant
Bommanahalli,12.9089453,77.6239038,South Inn,12.910577256503444,77.63262937814369,Indian Restaurant
Bommanahalli,12.9089453,77.6239038,Pepe Jeans London,12.906063396436238,77.6290991229256,Clothing Store
Bommanahalli,12.9089453,77.6239038,Fooday kabab center,12.905932870493457,77.62922778642283,Indian Restaurant
Bommanahalli,12.9089453,77.6239038,Chai Point,12.906294797812665,77.63111114501953,Tea Room
Bommanahalli,12.9089453,77.6239038,Asha Tiffins,12.911624,77.63211,South Indian Restaurant
Bommanahalli,12.9089453,77.6239038,Sarvam,12.910499,77.632602,Chettinad Restaurant
Chunchanakuppe,12.9095576,77.386642,Big Banyan Tree,12.90983506825683,77.39548907584354,Park
Chunchanakuppe,12.9095576,77.386642,Sri Annapoorneshwari Hotel,12.910094261169434,77.39528059959412,Indian Restaurant
J P Nagar,12.9096941,77.5866067,S N Refreshments,12.9083716531078,77.58722416064232,Snack Place
J P Nagar,12.9096941,77.5866067,Rangashankara,12.911471798108657,77.58699744484541,Performing Arts Venue
J P Nagar,12.9096941,77.5866067,The Egg Factory,12.906303157262725,77.59039115402068,Breakfast Spot
J P Nagar,12.9096941,77.5866067,Brewsky,12.906520949015652,77.58960361689267,Brewery
J P Nagar,12.9096941,77.5866067,Snap Fitness 24x7,12.91458147132803,77.58574752607338,Gym / Fitness Center
J P Nagar,12.9096941,77.5866067,Namma Kudla,12.912731731006103,77.5861278000468,Seafood Restaurant
J P Nagar,12.9096941,77.5866067,Paradise,12.910401106721118,77.585888749444,Hyderabadi Restaurant
J P Nagar,12.9096941,77.5866067,Chulha Chauki da Dhabha,12.91226379859375,77.5860554314123,Indian Restaurant
J P Nagar,12.9096941,77.5866067,The Pump House,12.906654113952998,77.58218444836054,Brewery
J P Nagar,12.9096941,77.5866067,Subway,12.904060894268778,77.58568840262973,Sandwich Place
J P Nagar,12.9096941,77.5866067,Fujian on 24th,12.903671218217521,77.58586546078527,Chinese Restaurant
J P Nagar,12.9096941,77.5866067,Cafe Pascucci,12.906439457874848,77.5918362242764,Café
J P Nagar,12.9096941,77.5866067,Spice Up,12.909331511894216,77.59326355528685,Diner
J P Nagar,12.9096941,77.5866067,Take A Break,12.90627801313265,77.58886333832453,Bakery
J P Nagar,12.9096941,77.5866067,Go Native,12.918259,77.584752,South Indian Restaurant
J P Nagar,12.9096941,77.5866067,McDonald's,12.916796163232728,77.59211672021073,Fast Food Restaurant
J P Nagar,12.9096941,77.5866067,Bhojohori Manna,12.912104553269552,77.58625148913103,Bengali Restaurant
J P Nagar,12.9096941,77.5866067,Tasty Bites,12.913830519598307,77.58576011199844,Indian Restaurant
J P Nagar,12.9096941,77.5866067,Rajdhani,12.916624502010599,77.59228808607949,Rajasthani Restaurant
J P Nagar,12.9096941,77.5866067,Starbucks,12.906087779350827,77.59367687947805,Coffee Shop
J P Nagar,12.9096941,77.5866067,KFC,12.911337784891616,77.58575353644773,Fast Food Restaurant
J P Nagar,12.9096941,77.5866067,Khaana Khazana,12.910674810990548,77.59320014944183,Indian Restaurant
J P Nagar,12.9096941,77.5866067,Four Fountain Spa,12.916919030230435,77.58626838748266,Spa
J P Nagar,12.9096941,77.5866067,Kai Ruchi,12.910224553158669,77.59239090568211,Fast Food Restaurant
J P Nagar,12.9096941,77.5866067,Angadi Silks,12.917198948341982,77.58211275929794,Women's Store
J P Nagar,12.9096941,77.5866067,Zhangs Chinese Restaurant,12.916822596486941,77.59007393527229,Chinese Restaurant
J P Nagar,12.9096941,77.5866067,McDonald's,12.906195432655993,77.58557459049263,Fast Food Restaurant
J P Nagar,12.9096941,77.5866067,Adithya Pure Veg Restaurant,12.911837133718336,77.58682119860238,Vegetarian / Vegan Restaurant
J P Nagar,12.9096941,77.5866067,3654 Chinese Hut,12.911939759797354,77.58616070306971,Chinese Restaurant
J P Nagar,12.9096941,77.5866067,Southern Spice,12.914549032285594,77.58574943286126,Indian Restaurant
J P Nagar,12.9096941,77.5866067,Prasidhi Food Corner,12.910857635645522,77.57912096790515,Indian Restaurant
J P Nagar,12.9096941,77.5866067,Cafe Coffee Day,12.912362,77.5857,Coffee Shop
J P Nagar,12.9096941,77.5866067,Watsons,12.906357158834668,77.59253817843954,Bar
J P Nagar,12.9096941,77.5866067,Cafe Coffee Day,12.911294,77.589759,Café
J P Nagar,12.9096941,77.5866067,Village,12.916679858776622,77.59195971347921,Indian Restaurant
J P Nagar,12.9096941,77.5866067,Delhi Zaika,12.91211635995625,77.58589344185233,Diner
J P Nagar,12.9096941,77.5866067,Dal Roti,12.914028074144772,77.58590565174367,Indian Restaurant
J P Nagar,12.9096941,77.5866067,24th Main,12.908630019592398,77.5857480645687,Indian Restaurant
J P Nagar,12.9096941,77.5866067,Bee Vee Bakery,12.902532545351294,77.58500839972486,Bakery
J P Nagar,12.9096941,77.5866067,Bangalore Central,12.916586625814507,77.59230646528935,Shopping Mall
J P Nagar,12.9096941,77.5866067,Cafe Coffee Day,12.906195,77.59189,Coffee Shop
J P Nagar,12.9096941,77.5866067,Fujian,12.90370715996,77.58578625279456,Chinese Restaurant
J P Nagar,12.9096941,77.5866067,Zaitoon,12.903095439850073,77.58579143810182,Middle Eastern Restaurant
J P Nagar,12.9096941,77.5866067,Inox JP Nagar,12.916265714148292,77.59245756981134,Movie Theater
J P Nagar,12.9096941,77.5866067,Polar Bear,12.901947696321821,77.58586221135745,Ice Cream Shop
J P Nagar,12.9096941,77.5866067,"Subway, Central Mall Food Court",12.916617293354905,77.59238532840483,Sandwich Place
J P Nagar,12.9096941,77.5866067,Croma,12.916786874963346,77.59139405030567,Electronics Store
J P Nagar,12.9096941,77.5866067,Reliance Digital,12.91048465740822,77.58610543933177,Electronics Store
J P Nagar,12.9096941,77.5866067,Baskin-Robbins,12.90076691828163,77.58589590414736,Ice Cream Shop
J P Nagar,12.9096941,77.5866067,Mandi,12.914971633701445,77.58587593110627,Indian Restaurant
J P Nagar,12.9096941,77.5866067,Cable Car,12.916951257909272,77.5854893084485,Italian Restaurant
J P Nagar,12.9096941,77.5866067,Pier 39,12.916972203449035,77.58543994781168,Mexican Restaurant
J P Nagar,12.9096941,77.5866067,Aurick Boutique Hotel,12.906363,77.578484,Boarding House
J P Nagar,12.9096941,77.5866067,Dilli Chat Walla,12.906327432851109,77.58819602007426,Fast Food Restaurant
J P Nagar,12.9096941,77.5866067,Chung Wah OPUS,12.906572714496509,77.58442487775667,Chinese Restaurant
J P Nagar,12.9096941,77.5866067,coastal mama,12.906177,77.593208,South Indian Restaurant
J P Nagar,12.9096941,77.5866067,C. Krishniah Chetty & Sons,12.917094661067233,77.58178548888525,Jewelry Store
J P Nagar,12.9096941,77.5866067,KFC,12.915089586271229,77.58582996878046,Fast Food Restaurant
J P Nagar,12.9096941,77.5866067,Nandhini Paradise,12.90552449999905,77.58564495605476,Indian Restaurant
J P Nagar,12.9096941,77.5866067,K.C Das,12.906167388158964,77.59502515924234,Snack Place
J P Nagar,12.9096941,77.5866067,Kakori Grill House,12.901744807554207,77.58583405977242,Indian Restaurant
